racism,sexism,normal,user_id
0.0,0.000636213258684311,0.0024176103830003816,2105021
0.0,0.00012724265173686222,0.0,7177992
0.0,0.00012724265173686222,0.00012724265173686222,9444712
0.0,0.00012724265173686222,0.0,10235202
0.0,0.00025448530347372444,0.0008906985621580354,12385682
0.0,0.00012724265173686222,0.00012724265173686222,13377442
0.0,0.00012724265173686222,0.0,13501122
0.00012724265173686222,0.08576154727064512,0.27204478941341137,13857342
0.0,0.00012724265173686222,0.00012724265173686222,14451059
0.0,0.00012724265173686222,0.00012724265173686222,14711982
0.0,0.00012724265173686222,0.000636213258684311,14861476
0.0,0.0005089706069474489,0.0015269118208423465,15641984
0.0,0.00012724265173686222,0.00012724265173686222,15902589
0.0,0.00012724265173686222,0.00012724265173686222,16237972
0.0,0.00025448530347372444,0.00025448530347372444,17021576
0.0,0.00025448530347372444,0.0005089706069474489,17227586
0.0,0.000636213258684311,0.0017813971243160708,17263897
0.0,0.00012724265173686222,0.0,17986854
0.0,0.0005089706069474489,0.0005089706069474489,18096229
0.0,0.00025448530347372444,0.00012724265173686222,19440175
0.0,0.00025448530347372444,0.00012724265173686222,19707925
0.0,0.00012724265173686222,0.00012724265173686222,20051851
0.0,0.00012724265173686222,0.0,20113153
0.0,0.00025448530347372444,0.0010179412138948977,20644420
0.0,0.00012724265173686222,0.0,20658917
0.0,0.00012724265173686222,0.0,21552376
0.0,0.00012724265173686222,0.0,21798586
0.0,0.00012724265173686222,0.0,22006180
0.0,0.00012724265173686222,0.00025448530347372444,22029787
0.0,0.00012724265173686222,0.0,22135526
0.0,0.00012724265173686222,0.0,22348141
0.0,0.00038172795521058657,0.00038172795521058657,22359616
0.0,0.00025448530347372444,0.00012724265173686222,22436706
0.0,0.00012724265173686222,0.0,22447627
0.0,0.00012724265173686222,0.00012724265173686222,22470188
0.0,0.00012724265173686222,0.0,22607317
0.0,0.00012724265173686222,0.00012724265173686222,22623059
0.0,0.00025448530347372444,0.00012724265173686222,22874109
0.0,0.00012724265173686222,0.0,22906120
0.0,0.00025448530347372444,0.0007634559104211731,23053753
0.0,0.00012724265173686222,0.00012724265173686222,23757424
0.0,0.00025448530347372444,0.00038172795521058657,23901130
0.0,0.00012724265173686222,0.0,23910994
0.0,0.00012724265173686222,0.00025448530347372444,24637782
0.0,0.00012724265173686222,0.00012724265173686222,24669894
0.0,0.00025448530347372444,0.0005089706069474489,24791335
0.0,0.00012724265173686222,0.00012724265173686222,24825958
0.0,0.00012724265173686222,0.0,25271470
0.0,0.00038172795521058657,0.0,25795054
0.0,0.00012724265173686222,0.0,25805982
0.0,0.00012724265173686222,0.0,25807167
0.0,0.00012724265173686222,0.0,25816086
0.0,0.00012724265173686222,0.0,25869897
0.0,0.00012724265173686222,0.0,25877711
0.0,0.00012724265173686222,0.0,26112460
0.0,0.00012724265173686222,0.0005089706069474489,26142201
0.0,0.00012724265173686222,0.0017813971243160708,26248642
0.0,0.00025448530347372444,0.0008906985621580354,26326439
0.0,0.00012724265173686222,0.00012724265173686222,26403375
0.0,0.00012724265173686222,0.0005089706069474489,26452697
0.0,0.00025448530347372444,0.0,26952244
0.0,0.00012724265173686222,0.0,26966864
0.0,0.00012724265173686222,0.0,26986827
0.0,0.00012724265173686222,0.00012724265173686222,27406310
0.0,0.00012724265173686222,0.00012724265173686222,27502152
0.0,0.00012724265173686222,0.00012724265173686222,27632737
0.0,0.0005089706069474489,0.0007634559104211731,29406736
0.0,0.00025448530347372444,0.0007634559104211731,29424561
0.0,0.00012724265173686222,0.0,29425573
0.0,0.00012724265173686222,0.0,30198833
0.0,0.00012724265173686222,0.0,30644882
0.0,0.00012724265173686222,0.0,30648851
0.0,0.00012724265173686222,0.00012724265173686222,30795707
0.0,0.00012724265173686222,0.00012724265173686222,31103336
0.0,0.0005089706069474489,0.00025448530347372444,33026792
0.0,0.0005089706069474489,0.00025448530347372444,33803412
0.0,0.00012724265173686222,0.00038172795521058657,33894316
0.0,0.00012724265173686222,0.0,34228847
0.0,0.00025448530347372444,0.0010179412138948977,34472348
0.0,0.00012724265173686222,0.0,34760378
0.0,0.00012724265173686222,0.0,35172803
0.0,0.00012724265173686222,0.00025448530347372444,35466620
0.0,0.00012724265173686222,0.00012724265173686222,35588686
0.0,0.00012724265173686222,0.0,35615013
0.0,0.00012724265173686222,0.0,35644750
0.0,0.00012724265173686222,0.00025448530347372444,36327171
0.0,0.00012724265173686222,0.00012724265173686222,36543033
0.0,0.00025448530347372444,0.00038172795521058657,36575908
0.0,0.0005089706069474489,0.000636213258684311,36951856
0.0,0.00012724265173686222,0.0,37200824
0.0,0.00012724265173686222,0.0007634559104211731,37413076
0.0,0.00012724265173686222,0.0005089706069474489,37659338
0.0,0.00012724265173686222,0.0010179412138948977,38290921
0.0,0.00012724265173686222,0.0005089706069474489,38486565
0.0,0.00038172795521058657,0.000636213258684311,38645535
0.0,0.00012724265173686222,0.00025448530347372444,38650214
0.0,0.00012724265173686222,0.00012724265173686222,39206476
0.0,0.00012724265173686222,0.0,39237911
0.0,0.00012724265173686222,0.0,39242479
0.0,0.00012724265173686222,0.00038172795521058657,39479903
0.0,0.00012724265173686222,0.0007634559104211731,39935935
0.0,0.00012724265173686222,0.00012724265173686222,40198526
0.0,0.00012724265173686222,0.00012724265173686222,41973345
0.0,0.00038172795521058657,0.00012724265173686222,42357934
0.0,0.00012724265173686222,0.0,42386242
0.0,0.00012724265173686222,0.00038172795521058657,42542097
0.0,0.00038172795521058657,0.000636213258684311,43656765
0.0,0.0008906985621580354,0.0016541544725792085,43830965
0.0,0.00038172795521058657,0.001272426517368622,46076472
0.0,0.00012724265173686222,0.0,47074796
0.0,0.00038172795521058657,0.0005089706069474489,47862321
0.0,0.00012724265173686222,0.00012724265173686222,47940669
0.0,0.00012724265173686222,0.00012724265173686222,49477936
0.0,0.00012724265173686222,0.0,51271144
0.0,0.00012724265173686222,0.00038172795521058657,52320378
0.0,0.00012724265173686222,0.0,52658551
