0,563459251025088512,[]
1,469986918386528256,[]
2,564575620169216000,[]
3,576227451342319616,[]
4,575595652006068224,[]
5,572328895711612928,[]
6,562856230096736259,[]
7,572337337318817792,[]
8,563306785302642688,[]
9,563811825427296257,[]
10,502319195909263362,[]
11,571715507994296320,[]
12,566834956236648449,[]
13,470382031747047424,[]
14,572347954582851587,[]
15,575596757364568066,[]
16,563844747152736256,['2877945530', '1084217197', '395452389']
17,565594602502369280,[]
18,529703282642812928,[]
19,570993492337434624,[]
20,573762651907448832,[]
21,575608332175609857,[]
22,574389267222282241,[]
23,565637119625138177,[]
24,575957533572997121,[]
25,565675048435195904,[]
26,573281842557669376,['1084217197', '92144966']
27,573506621092954113,[]
28,573180620500676608,[]
29,575949970592768000,[]
30,575443642090835968,[]
31,573222886648893440,['212327199']
32,563909262208802818,[]
33,575950070345924609,[]
34,573209540612628480,[]
35,568864544300396544,[]
36,565755662349901825,['232187807', '2984778913', '314803400', '1084217197', '23046474', '42067255', '1166831280']
37,562823280550498304,[]
38,573309270055383040,['14630723', '211851247', '266557632', '25599299', '628773508', '187257177', '14966163', '54111858', '2302542510', '290638522', '190038605', '958479768', '469749207', '2338851193', '68878049', '189220827', '1648190886', '2827647946']
39,576571879541985280,[]
40,575989815298027520,[]
41,560518901889781760,[]
42,569940018535518209,[]
43,545047613322457088,[]
44,571440668813307904,['496427405', '386956234', '238507524', '11918452', '6684492', '258535322', '2898210073', '547537624', '19590930', '14336940', '23601028', '557490992', '928189836', '22096537', '9172832']
45,572338780671107072,[]
46,575954043832401920,[]
47,567089770258776065,[]
48,568267536569114624,[]
49,542808291349254144,['302466905', '192511759']
50,571773316672843777,[]
51,576181819948670977,[]
52,499027478724505600,['65696030']
53,571017984547917825,[]
54,576023685405917184,[]
55,564317814693978114,[]
56,575596892949626880,[]
57,575595721472106496,[]
58,575730686482472960,[]
59,575596490111852544,[]
60,572329191686873089,[]
61,572335720792080384,['2537272297']
62,575705043124502528,[]
63,521798779453071360,[]
64,474721303090311168,['621218892']
65,569714822536765441,[]
66,572337814433505280,[]
67,512102953122271232,[]
68,563578999885299712,[]
69,572877170323808256,[]
70,575961113612816384,[]
71,563085860078628865,['2917048464', '1084217197', '1475168784', '17688815', '19792776', '298144639', '15142804', '169846687', '1129247120', '613747307', '161349582', '424668314', '510782248', '14577628']
72,572331391406370818,[]
73,565762827244560384,[]
74,511923095318577153,[]
75,414469495030161409,[]
76,576255821941587968,[]
77,575595675057983488,[]
78,576540529166450688,[]
79,575430001744420864,[]
80,419587431990439936,[]
81,575949987516850176,[]
82,565683663015522304,[]
83,565321299996995585,[]
84,571173585147944960,[]
85,564221516402159617,[]
86,572497985642209281,[]
87,576205458471530496,[]
88,575598823076052992,[]
89,576195056626888704,['2898210073', '1084217197', '43472731', '233252431']
90,534508181779939328,[]
91,575954072970272769,[]
92,563868055001124864,[]
93,568596738749161473,[]
94,446999392692613120,[]
95,572513779700908032,[]
96,564887858612146179,[]
97,575950340828209153,[]
98,418190908161409025,[]
99,575595587980038144,[]
100,535208242511880192,[]
101,576508264944414724,['510782248']
102,468477306319548416,[]
103,416069222683271169,[]
104,573617589273800705,[]
105,539567120925720576,[]
106,474246925915394048,[]
107,572340137503244288,[]
108,575081476003233792,['42067255', '23301743', '916842686']
109,575603047163822080,[]
110,576165719089360896,['2898210073']
111,552912507279790080,[]
112,573270910729261056,['1526678851', '199604370', '1368701184', '1084217197', '2835907316', '17097703', '2813464458', '36884166', '2937792481', '26928081', '33161818', '175378976']
113,571461464843644928,['16554704', '22232322', '1084217197', '36884166', '633538764', '38868552', '9526722', '756161']
114,567878888438628352,[]
115,572331270023200768,[]
116,576368078499356672,[]
117,563511467161305088,[]
118,563835388205092864,[]
119,470572600662306816,[]
120,563026328581328898,[]
121,573268706010120192,['1084217197', '11302402', '16612271', '14824763', '514988326', '625093', '2813464458', '1571031559']
122,566464016907001856,[]
123,569691335457964032,[]
124,575954620322869248,['43675137']
125,398648903530057730,['12388532']
126,576467503108358144,[]
127,572337753410576384,[]
128,575598847654694913,[]
129,575968100090290176,[]
130,570834831648497664,[]
131,569243299707555840,[]
132,575625445124632577,[]
133,572329042340278273,[]
134,567066551266709504,[]
135,572335560838131715,['21636104']
136,575953305681014784,[]
137,575597238522626048,[]
138,563202102206279680,[]
139,572334042605076480,[]
140,468476857587732481,[]
141,573596258201268224,[]
142,563455559689449472,['1084217197', '27143702', '2898072321', '2226281376', '628773508', '911611152', '2777408978', '1369528592', '161349582', '2949967689', '2661682980']
143,569907031273967617,[]
144,575951020418670593,[]
145,575621582921555968,[]
146,521052110897831937,[]
147,575969498445922305,[]
148,518831387131277313,[]
149,573182511292919809,[]
150,567076164896686080,['971426569', '873780536', '1866263196', '246687553', '2529538538', '9181042', '1526678851', '390576967', '146248951', '14303901', '3020794523', '2957688300', '1355874620', '261665936', '51120539', '851543564']
151,575605745359552512,[]
152,575606165503090688,[]
153,572331274142023680,[]
154,569009300611280896,[]
155,574422614950588416,['36884166', '3003957015', '15142804', '2790763692', '553988333', '1526678851', '552429629', '142751183', '190038605', '60362008', '19792776', '15675168', '1084217197']
156,575968268374188032,[]
157,575611677665857536,[]
